42,8;8;866,5;166,0000;1.184,0000;744.152,1943;-603.128,9169;1.300.543,6060;214,10;1.812.950,0850;-782.696,3716;940.617,4328;966.928,8584;1.677.076,3874;446.151,2629;372.919,9460;-314.678,6193;477.348,4371;15.632,2816;0,97;0,21;1.525.493,9606;2.195.634,2907;-606.255,0511;1.516.776,3186;1.630.793,4726;1.225.695,6025;75,78;2.120.674,9324;-730.555,1909;1.375.730,8042;929.486,2276;1.842.885,5028;-16.397,7534;130,32;317,22;1.809.666,9799;52.516,2882;1.091.294,0378;-260.697,1047
42,85;8;867,5;195,0000;3.594,0000;2.338.115,6461;2.031.708,1594;1.185.173,8076;201,43;1.557.199,1532;1.282.949,5108;-573.006,4045;420.386,0085;2.017.950,9345;-363.230,1024;2.413.873,8405;947.552,4320;794.293,3933;-910.572,5429;0,65;0,17;1.020.664,7429;1.706.690,8320;281.194,1474;-917.284,4658;2.266.560,5599;1.502.688,6147;48,76;-273.892,5986;2.046.234,9993;465.327,1049;1.363.297,1898;-896.246,5746;-342.569,8805;58,21;223,33;-756.087,9971;1.851.746,9625;1.649.144,2459;1.182.115,0641
42,9;8;868,5;166,0000;6.572,0000;1.780.243,0377;41.767,6592;-708.399,2262;153,34;-631.997,7967;76.070,7066;2.132.304,2181;-893.755,9036;673.493,3791;954.184,4845;2.383.307,5771;1.972.765,0790;1.908.415,2595;365.343,4548;0,71;0,24;-350.921,4855;-810.049,4293;316.881,7731;833.165,0500;-854.489,5916;1.587.915,8248;65,14;-274.127,0459;-300.092,7278;207.745,6604;1.727.692,4182;378.868,9802;625.441,6868;107,33;72,36;633.870,1882;838.026,2641;1.765.072,7082;1.495.470,6299
42,95;8;869,5;73,0000;4.940,0000;559.527,3777;1.257.942,7933;589.015,2170;204,91;2.350.378,1359;19.334,8285;-635.739,0557;1.376.320,6978;315.274,0327;-733.147,5020;2.338.692,2696;-758.475,2635;2.063.103,6627;1.617.680,0487;0,38;0,62;-232.890,7500;271.225,0738;1.089.511,7180;1.497.549,2635;-891.894,5012;548.280,0083;279,11;423.895,8385;345.067,2555;-850.799,3914;724.360,0737;-187.929,6461;371.841,7723;269,92;86,87;400.805,3084;2.364.412,9956;1.472.112,4809;1.310.257,1757
43;8;870,5;113,0000;5.513,0000;207.023,2964;682.241,6380;-451.508,7326;16,66;2.294.637,1017;1.731.317,6457;-162.956,0743;269.137,6010;-722.360,1345;1.609.724,6651;-777.853,6693;1.076.563,7268;1.573.152,1219;-731.184,4233;0,25;0,85;1.759.209,0906;1.437.698,9753;172.986,4435;2.461.940,3070;779.453,3481;245.038,6547;77,59;-189.307,9506;255.042,4472;-823.056,9224;1.316.606,2317;1.297.950,0609;-828.260,7932;351,29;292,62;2.440.010,9718;1.019.344,7838;2.142.641,8668;981.392,1851
43,05;8;871,5;245,0000;845,0000;2.070.879,2935;1.344.532,4475;983.529,4597;325,77;45.181,3457;310.784,6147;-802.996,0960;1.533.704,8272;446.398,3686;-332.553,9143;1.912.122,5752;2.351.337,8141;3.593,4858;-300.473,6921;0,03;0,27;33.631,7061;2.278.114,3096;1.189.660,1001;536.974,6926;595.320,2207;723.771,5274;72,42;-637.546,0272;-196.950,2230;2.279.914,7071;2.191.665,9970;1.251.758,2449;1.094.851,2991;320,89;73,09;-146.162,3446;1.584.279,9881;2.172.538,4554;230.041,7601
43,1;8;872,5;241,0000;1.162,0000;1.112.049,5458;1.045.460,4899;862.268,7889;221,12;-82.151,7694;2.178.246,4335;2.072.741,3222;409.115,1572;-366.302,3502;2.088.544,6807;920.414,5846;1.963.016,2125;-95.670,3219;2.414.842,1076;0,78;0,30;-213.203,1105;-212.584,9300;-870.431,4683;1.855.956,1876;1.548.387,1550;386.239,6771;88,71;752.298,4767;2.411.275,4180;2.343.574,6410;487.960,6970;-18.614,1096;30.743,6060;45,13;89,93;-317.288,0439;291.535,4121;-452.578,3412;1.601.374,5074
43,15;8;873,5;127,0000;3.583,0000;1.058.604,0049;-208.841,6468;47.119,0042;195,19;1.712.500,0335;34.441,5040;1.210.025,9122;1.150.222,0688;46.401,6193;1.836.768,8886;1.842.780,5658;2.241.652,9997;1.548.320,8358;-130.856,1237;0,15;0,79;2.089.416,7570;1.680.913,1729;1.933.294,8149;1.321.674,4637;600.816,8487;-249.515,4955;73,16;2.229.887,7187;-874.186,2834;2.307.166,3410;263.998,1826;-626.865,0088;1.479.183,2707;218,10;163,21;1.039.942,7881;1.429.185,7698;1.708.807,7383;1.797.643,5133
43,2;8;874,5;114,0000;3.904,0000;786.786,2808;1.682.475,0169;419.098,7771;148,39;460.521,1043;520.938,2876;1.696.883,9135;222.653,2925;363.399,8354;457.863,0290;795.973,1429;2.195.238,7963;201.053,4153;-40.187,9547;0,99;0,20;-582.051,3983;372.325,3220;302.175,4938;247.277,7003;880.652,0450;-110.125,0848;317,83;-889.969,6095;-997.442,5217;2.024.863,2880;1.828.975,7841;1.953.633,3812;1.513.308,3907;149,84;338,71;2.415.430,8694;1.511.852,6458;32.988,7354;-811.450,7559
43,25;8;875,5;77,0000;6.950,0000;822.492,5993;-733.824,5902;944.970,2319;264,55;966.708,6903;-501.234,5651;1.721.000,3890;295.032,4765;79.303,4706;1.253.609,3837;-787.581,9189;-645.524,2744;321.013,0862;1.196.318,0944;0,76;0,99;42.208,7799;832.489,8838;1.737.964,0761;-332.428,8299;2.492.043,8547;-901.489,7501;200,89;-434.408,2114;-585.220,9811;626.011,3613;721.364,7349;910.646,4756;-923.185,4237;279,75;56,17;-415.952,4753;-65.470,1316;563.476,8954;-12.894,6265
43,3;8;876,5;44,0000;2.992,0000;-160.407,7803;-322.103,7056;-553.133,7715;162,62;395.439,4499;-594.662,8804;2.047.393,4704;2.002.617,8147;768.277,4604;712.409,6515;2.290.258,2984;-216.193,3871;-849.565,4796;-549.930,1899;0,20;0,44;-859.407,4251;-484.196,2720;2.182.640,4122;1.175.189,8984;378.045,9468;2.137.124,6724;186,92;2.365.709,9884;-674.706,8392;660.539,0526;1.086.013,7991;277.893,4717;-893.954,6666;187,66;154,56;417.931,1917;-512.940,2641;764.551,7631;2.408.017,8474
43,35;8;877,5;115,0000;5.516,0000;1.690.344,9098;-909.965,9849;685.880,4531;294,24;-577.253,1339;2.403.894,1799;1.264.868,1785;216.020,0742;307.196,1372;-496.450,5264;1.053.256,5793;751.691,3804;-205.267,7675;-493.589,0220;0,54;0,73;448.511,5365;2.492.783,2151;520.981,0802;910.629,4216;1.304.263,8679;2.282.480,7877;262,81;916.981,7539;1.472.140,0088;-594.489,5128;1.825.101,5492;307.164,7311;1.279.478,8496;278,80;295,75;-346.005,8205;603.181,4173;767.161,5879;1.486.202,4601
43,4;8;878,5;45,0000;478,0000;41.275,8482;666.863,6720;-703.362,7884;71,34;1.122.756,4892;-856.914,6565;1.683.243,1464;-187.669,4347;994.427,2822;865.054,9269;-810.035,0511;1.788.557,1452;538.768,6070;1.522.735,5360;0,34;0,51;1.190.206,2822;-417.706,5972;24.952,4941;1.621.764,9551;-312.373,4839;366.870,9720;90,93;-758.492,4226;963.708,5903;1.335.742,3894;1.523.496,4854;-291.368,8737;1.850.424,4679;36,75;358,49;135.602,5113;1.771.496,6887;-326.130,7039;1.725.646,3504
43,45;8;879,5;171,0000;1.112,0000;1.301.237,4224;520.135,9033;255.015,6796;119,64;802.572,2049;-502.516,0232;2.421.663,3160;1.871.874,2193;1.171.084,1427;2.323.377,5999;2.310.814,3485;1.878.160,5981;1.274.261,1610;-119.023,4293;0,64;0,44;757.163,3387;516.329,4017;580.676,6136;-786.688,3461;1.021.669,0871;-85.284,6097;103,64;1.485.822,6971;288.865,6954;1.702.917,0403;578.961,5786;-223.831,9967;2.062.591,8089;139,59;102,54;-618.167,3733;497.415,4504;-594.798,4605;-429.623,4099
43,5;8;880,5;103,0000;3.040,0000;851.271,2514;-72.347,9621;60.303,9146;114,35;-466.333,1046;1.220.152,5669;-638.670,0094;1.732.127,5798;45.786,5518;915.239,8324;-474.488,6627;1.960.901,8854;1.189.657,4017;1.228.386,4759;0,32;0,67;820.633,1545;2.259.065,4114;2.047.319,1766;612.093,8195;907.760,3216;1.665.957,3489;151,17;-388.699,8963;-981.090,3579;-979.974,0011;718.586,0417;909.584,8450;1.680.075,2326;243,05;55,64;1.414.799,0900;-69.366,6193;1.139.570,1602;845.312,9804
43,55;8;881,5;116,0000;2.569,0000;-738.763,8999;-269.490,3009;156.443,6571;112,79;2.402.190,9186;2.413.210,7746;1.904.987,3920;2.295.671,1458;2.156.405,2307;1.461.131,7381;408.291,8539;-64.741,9005;162.033,0742;-26.262,8520;0,35;0,79;-759.740,3511;-838.486,5479;2.143.419,4404;-300.512,9094;1.146.757,6277;1.800.368,7879;225,34;1.943.116,7522;878.541,2357;1.425.331,7028;1.601.881,5455;1.368.745,3158;1.710.649,5957;218,70;40,86;2.445.397,4113;1.642.005,4041;-165.109,6676;2.370.797,9805
43,6;8;882,5;276,0000;1.321,0000;935.866,1642;2.041.193,0834;2.101.174,0129;104,97;1.072.570,3307;-289.204,2136;968.899,4712;1.950.444,6504;663.831,8495;266.255,3134;561.087,0898;2.083.991,5048;2.478.532,3728;1.989.353,3771;0,90;0,83;1.651.032,1749;1.400.045,1958;-737.134,1444;1.410.260,3856;1.766.670,6219;2.452.724,8144;288,42;439.278,5266;305.828,1213;714.645,9999;2.238.071,5670;765.119,9239;988.386,0717;250,19;302,39;513.817,6527;1.396.902,4496;304.411,5503;253.750,7784
43,65;8;883,5;24,0000;5.996,0000;-129.143,8782;381.053,2718;1.059.091,0790;5,24;1.968.683,6689;2.190.734,9186;668.392,5885;2.082.175,7538;-649.919,9144;1.596.006,5551;712.301,4035;267.301,0071;-711.281,0116;1.789.857,1099;0,14;0,21;185.244,5139;35.239,4052;2.060.887,9235;252.136,6936;2.468.044,2132;-875.068,7459;170,01;2.382.681,9279;1.280.660,8736;94.303,7676;-650.201,8320;661.267,7980;194.917,8499;169,38;206,57;-228.875,5149;1.983.448,9999;752.003,9107;2.051.020,6024
43,7;8;884,5;241,0000;173,0000;1.244.997,2915;1.705.525,7154;2.132.986,2779;293,17;197.642,3809;-977.990,5644;-110.304,2440;2.436.479,5481;93.844,4148;1.767.897,4490;2.477.044,1051;1.682.795,4115;536.874,0605;-592.260,4251;0,53;0,02;-292.539,2174;527.023,5980;-155.271,7770;2.339.602,6785;1.330.908,8733;1.817.532,4724;65,00;1.243.610,7236;1.402.624,1217;-891.667,7265;2.027,5688;-172.422,1229;-287.806,6207;35,12;157,96;1.600.132,2361;-51.918,3480;1.441.276,2047;854.350,8640
43,75;8;885,5;72,0000;648,0000;1.604.740,9706;-861.887,8635;904.493,2488;55,80;2.063.680,3222;1.174.300,8869;-576.523,5114;-252.300,7006;-413.032,4811;1.431.213,4510;-878.034,5300;1.523.434,8234;-698.941,9316;482.471,8224;0,94;0,79;1.529.310,1277;-124.104,1410;963.472,0749;-22.634,8521;1.862.504,2747;935.527,7846;36,75;2.084.139,1089;450.254,8872;2.099.288,0865;930.226,3562;956.559,3047;-532.434,7097;246,44;48,15;-135.892,6321;1.334.333,1589;1.870.647,4912;268.451,2985
43,8;8;886,5;158,0000;7.094,0000;2.165.544,1909;-809.156,7870;184.667,6280;170,63;358.965,1307;2.431.471,1878;1.077.529,6508;1.901.519,2524;1.564.257,2122;-154.200,4717;-171.744,0547;318.130,1263;1.620.677,8657;-45.101,8790;0,74;0,97;2.051.995,0683;1.601.138,1340;505.510,5283;-484.849,8780;-738.230,3358;-607.416,8871;322,85;-717.044,1349;1.634.758,4671;-395.879,6556;1.564.885,4117;-781.882,2425;1.740.331,5231;347,72;97,90;-284.386,1055;1.604.835,9634;2.389.397,3726;-704.876,7284
43,85;8;887,5;129,0000;4.135,0000;2.150.383,3884;2.089.485,6527;-760.132,6197;233,08;1.017.729,5684;-373.227,1556;2.457.287,7612;1.767.029,6021;2.322.273,9320;187.894,7486;-889.402,5836;-865.877,2582;1.829.093,2896;623.108,1029;0,71;0,28;2.228.382,7750;1.889.076,1198;1.818.461,9831;1.550.851,7824;-956.626,5056;1.402.127,0620;356,13;-189.149,1777;2.431.348,5702;-128.201,3504;-534.672,4122;-449.501,8133;1.964.704,3370;306,16;119,52;-397.866,2031;1.710.708,0455;97.387,6352;749.677,7721
43,9;8;888,5;126,0000;1.012,0000;453.114,6271;18.674,3962;2.417.570,5929;282,08;617.765,0396;-934.662,0845;2.271.346,9035;1.171.884,8988;1.452.715,0299;1.671.537,7072;454.226,6042;102.037,1051;-902.060,9831;1.208.841,5667;0,50;0,35;1.519.708,9709;1.986.157,8325;-962.488,6935;1.731.452,6293;1.059.271,2451;2.442.702,7452;323,09;-696.761,2119;1.460.946,6368;1.146.205,3888;-793.049,5621;2.357.998,8260;2.377.734,0333;294,94;133,85;1.175.205,9427;622.211,2257;2.398.933,1516;403.596,5755
43,95;8;889,5;63,0000;6.852,0000;-893.621,8197;-531.573,1465;1.710.872,2359;134,19;794.546,3318;-393.320,6493;1.009.737,2019;2.172.092,9125;936.304,4129;1.124.000,5474;-16.811,3321;2.233.141,1232;840.574,0706;1.168.331,0507;0,83;0,68;1.324.180,3933;-782.842,4921;-684.530,9878;2.266.940,0616;154.606,8888;2.372.525,2416;8,05;1.403.938,2250;-281.241,1918;662.738,3960;262.149,8841;2.300.914,8215;1.850.325,5590;135,53;22,31;473.059,6553;826.738,7799;473.009,9156;2.176.624,5047
44;8;890,5;72,0000;2.223,0000;314.860,3832;2.221.385,8177;2.274.499,3254;95,29;-253.603,9817;48.073,2786;1.797.126,2355;806.617,9333;1.362.825,0411;996.980,3680;72.671,2324;-883.305,5757;1.419.501,7973;2.127.108,9868;0,98;0,03;1.901.471,3041;592.626,0474;985.189,8657;2.247.139,1710;446.559,6668;-308.236,6708;262,49;2.357.437,8159;-897.061,0376;530.657,8952;1.027.411,0354;-440.309,7732;-104.902,6179;311,89;218,72;755.989,1938;466.473,2119;1.603.683,0805;867.036,5442
44,05;8;891,5;244,0000;4.126,0000;654.867,7327;-809.957,6689;215.536,1541;204,09;1.849.609,2184;1.624.173,6201;1.778.799,7286;851.270,6388;-209.105,9376;-515.098,7418;-980.595,5035;-431.485,0263;1.960.943,9686;-907.545,1694;0,32;0,13;423.410,3877;190.178,8560;601.504,3073;2.225.139,0403;1.576.344,9192;2.434.405,8921;209,22;-623.409,3425;-657.035,5175;832.717,4204;87.309,9014;2.432.978,7243;-627.190,0591;33,94;347,62;-948.056,1139;675.721,0161;-38.526,9448;1.689.952,1814
44,1;8;892,5;360,0000;6.896,0000;-591.760,0574;323.352,7649;2.442.116,2217;99,74;-16.473,1414;1.373.186,2014;2.222.999,4676;-573.764,0601;-851.818,9049;1.827.822,8540;853.746,4252;-702.786,9669;-577.891,3919;-33.083,6252;0,81;0,40;1.654.119,6541;-580.506,1667;1.243.341,4195;2.198.025,1089;2.268.499,2293;66.321,1090;25,52;371.280,3030;-622.925,9253;307.284,6196;809.602,6955;2.006.619,6706;-541.551,3202;238,30;173,78;1.025.581,6082;-498.533,3873;-764.946,7322;570.460,7777
44,15;8;893,5;140,0000;6.836,0000;2.090.601,5958;-661.270,1214;23.726,3015;267,12;-593.826,8734;-981.837,3329;1.715.884,5735;1.945.609,0582;-278.383,5678;-874.664,4867;288.740,7502;1.590.930,1968;-784.910,5621;-503.574,9602;0,63;0,91;1.527.472,3641;-750.868,3392;1.784.834,1985;1.044.394,3884;1.116.750,4584;1.327.865,8653;218,49;1.610.035,7737;831.881,9822;1.577.058,0964;-607.642,8945;-603.957,6432;2.126.916,3383;148,39;141,63;472.733,9836;1.895.908,5102;-64.591,1201;538.536,4638
44,2;8;894,5;42,0000;1.419,0000;1.032.774,2955;-967.993,1636;-986.071,9485;116,55;2.211.108,6132;-737.983,7964;1.903.775,4978;1.529.007,9794;2.296.117,6197;1.586.735,7558;167.488,2485;2.289.331,6823;2.152.403,4299;792.445,2242;0,46;0,08;2.199.793,6027;-131.297,5027;1.420.207,5509;1.044.203,3260;554.312,6697;-546.004,1671;109,36;1.556.191,3236;32.533,0688;214.526,7069;-45.089,8738;-518.075,9279;390.097,3794;77,86;264,51;-459.542,4105;2.483.230,1629;-408.374,1701;700.449,6619
44,25;8;895,5;233,0000;3.810,0000;177.739,5223;-331.351,7908;809.910,9363;338,29;-338.278,7825;579.203,5271;1.946.736,3484;1.243.010,0615;1.482.770,3314;-633.808,9316;2.002.727,5184;-300.666,3800;-280.688,5517;2.405.296,4384;0,16;0,20;1.809.712,5747;661.833,0825;1.881.389,1296;-462.232,0692;1.083.120,6400;2.146.687,8387;49,09;-801.573,6265;1.698.521,5946;-170.381,1123;371.396,0035;32.175,6074;-164.406,7546;179,80;200,57;978.910,2735;1.211.510,2037;-117.016,5916;2.367.983,0701
44,3;8;896,5;150,0000;2.781,0000;2.381.688,1399;531.645,3280;1.219.865,4989;77,16;126.716,0375;2.201.958,7747;502.960,6929;928.231,8263;-77.827,9303;2.199.981,7539;-882.575,9144;-38.859,3874;691.876,7383;-353.347,7194;0,17;0,09;555.743,0880;391.892,8616;549.098,7506;531.118,5744;2.339.862,7834;385.516,0412;238,11;330.095,3459;1.505.331,0833;547.538,9977;-260.189,9290;1.614.300,2664;1.436.040,8356;314,04;247,36;611.189,9098;1.376.755,4811;1.102.019,1304;-281.953,9228
44,35;8;897,5;168,0000;2.235,0000;1.158.518,3819;524.671,8736;-171.525,0655;334,68;478.166,8798;244.982,2691;2.246.265,8194;1.789.937,9199;2.491.466,8537;2.426.446,3368;1.991.630,2179;-443.602,7511;168.824,3748;503.150,7024;0,88;0,45;1.706.712,7484;1.579.748,5617;1.657.164,9178;-851.544,1018;434.879,1692;347.935,7893;312,71;1.715.924,4951;1.514.212,0786;2.261.323,7876;163.507,3853;696.284,5050;-549.978,0115;167,62;177,05;1.179.750,2732;35.116,5659;313.689,3677;523.353,8430
44,4;8;898,5;345,0000;1.979,0000;-892.640,4749;-160.054,8922;398.616,6780;246,41;2.342.495,3470;2.123.828,7396;2.464.595,5851;-329.828,0285;-673.447,7631;-588.089,8651;-130.673,5359;1.343.109,6320;2.488.997,7632;410.817,5682;0,05;0,31;1.824.686,6509;393.113,9263;2.431.414,7518;2.052,5465;2.086.788,8729;2.384.385,2526;355,93;-761.271,8648;1.540.621,6586;680.398,3839;1.059.513,7460;1.076.001,8571;1.011.601,0503;273,48;99,52;-827.178,5928;2.422.801,5716;309.640,6341;1.418.554,7054
44,45;8;899,5;15,0000;6.399,0000;619.018,3554;-159.629,2207;508.680,7509;5,73;-727.032,7303;1.690.002,6334;-961.454,2441;-875.459,2970;315.493,7823;-737.689,9171;428.952,6915;2.425.250,6305;1.976.761,2794;956.185,6785;0,17;0,90;1.328.518,6714;-401.856,2351;-548.536,0528;1.232.302,9443;239.482,5370;1.887.273,5012;342,50;520.440,1851;-768.317,3188;2.446.513,6699;903.685,8150;535.603,9468;182.920,9067;11,47;38,40;1.854.927,6190;1.129.090,1725;1.617.573,0172;2.378.700,2618
44,5;8;900,5;57,0000;2.317,0000;2.133.606,3979;1.018.458,7539;-519.256,5660;338,05;1.270.682,0558;381.510,7448;-271.975,2382;702.648,0447;601.008,3699;-805.134,8414;2.059.193,4779;-646.511,4000;2.621,0564;154.896,4698;0,16;0,84;-441.400,2534;1.006.126,3029;1.467.013,4507;119.627,9166;-94.287,8123;-727.151,3153;76,08;1.893.694,6699;1.970.408,8274;1.131.632,0586;-419.435,9285;1.365.997,0621;1.154.794,1121;286,16;252,60;-892.536,9928;1.815.705,7984;1.899.374,0430;-521.199,1095
44,55;8;901,5;10,0000;6.022,0000;-77.739,2460;562.949,9421;2.002.155,3104;341,10;197.642,5195;728.757,2957;1.167.759,1769;1.008.451,2120;605.917,2003;905.186,5293;1.411.933,1481;943.160,4235;-724.044,9131;2.469.828,0590;0,05;0,59;-2.305,6288;-21.065,1746;1.707.620,7425;1.102.142,2383;761.423,5354;2.173.504,2975;25,07;-271.329,5464;1.606.899,7921;-468.530,4419;114.304,8312;2.130.679,0419;-157.191,7233;256,35;51,11;-123.260,7104;1.776.800,9506;-387.190,8276;-669.645,5382
44,6;8;902,5;335,0000;1.747,0000;-179.887,5713;-758.765,9314;-222.968,7416;266,90;1.657.646,4922;2.250.921,5056;-917.363,0393;1.992.546,2755;-621.859,4583;-393.988,0138;736.145,4945;2.394.258,3920;37.105,4438;-677.714,2986;0,89;0,10;617.415,9285;775.013,7157;958.498,7009;-733.490,7684;525.952,0295;-904.897,0509;314,79;1.142.299,5047;793.400,3726;1.559.497,5452;2.118.589,3783;-99.728,9068;2.234.716,4151;213,59;106,41;2.460.115,8388;-456.050,1639;852.043,8960;-595.710,0072
44,65;8;903,5;206,0000;2.231,0000;2.249.203,7998;-689.953,4774;638.435,4123;244,52;698.175,8650;-150.050,2819;1.125.511,1756;-542.813,5799;1.504.299,0857;1.819.255,5363;-684.682,0251;1.099.342,5893;1.226.948,0641;1.347.834,0538;0,71;0,71;1.156.103,4703;1.230.059,3305;-869.039,4851;2.153.727,0256;-189.067,3426;1.416.894,3377;216,40;543.735,3859;909.929,9369;1.080.983,4596;-466.722,0064;401.515,4580;332.850,8825;21,87;188,18;36.834,1091;57.879,4068;1.243.673,6111;-842.364,3541
44,7;8;904,5;337,0000;6.318,0000;2.359.773,7304;210.546,1137;1.554.745,1175;248,29;-971.989,8915;1.106.932,9973;157.854,2697;-363.877,1750;1.420.982,6234;423.688,4228;1.613.009,7547;-98.711,5879;-305.725,2044;2.141.811,7463;0,00;0,67;1.937.490,2839;1.122.724,3992;1.639.809,7819;828.861,5883;758.793,0167;-480.638,1223;140,70;412.260,7996;493.044,1357;1.056.434,2716;1.355.065,8836;1.190.119,8510;2.461.627,8593;185,80;332,12;272.151,7150;-338.038,0681;-123.503,9842;-236.404,7471
44,75;8;905,5;174,0000;1.860,0000;525.189,1476;-526.784,8328;190.449,4536;332,55;-844.416,8174;-494.196,6295;1.440.157,7606;633.062,9670;330.395,6190;216.061,7675;1.086.219,8638;-578.588,0233;-736.694,1709;-168.480,8313;0,41;0,13;1.952.879,8068;302.204,1125;332.128,2861;978.917,7284;870.026,8493;153.644,9176;61,41;1.708.880,9841;1.067.427,8081;1.082.474,1343;-70.079,7231;2.024.362,9280;1.987.323,2658;237,95;185,08;1.226.131,6066;596.043,2095;100.816,6754;-409.367,8654
44,8;8;906,5;0,0000;3.855,0000;512.354,4392;-428.706,6077;346.018,4164;69,42;-250.366,0202;2.204.456,8996;2.484.503,7339;2.463.738,9328;325.454,9749;1.540.618,7344;2.424.205,3504;764.849,3856;1.573.011,3112;-147.897,3984;0,99;0,10;132.372,6689;-623.583,5293;2.207.370,6462;1.435.949,6480;1.402.436,8626;2.098.650,3041;353,45;68.714,0412;-136.201,8907;602.886,0934;-22.298,6506;178.031,6099;62.753,6521;224,97;180,36;2.068.006,5502;-431.977,9059;2.225.279,9549;512.278,2722
44,85;8;907,5;259,0000;1.153,0000;-588.230,8517;2.409.833,2048;1.215.498,7281;151,59;1.323.357,2679;711.038,9967;849.055,9585;-580.796,7192;2.246.678,0591;-459.678,9349;348.946,1515;-911.628,2152;841.278,9066;826.393,5176;0,23;0,60;196.168,5405;1.081.511,5048;2.014.334,7032;793.132,8256;981.084,5706;-728.194,7740;315,88;1.607.349,5977;-676.933,2880;-560.055,3857;1.487.643,9136;-297.472,3155;301.242,7616;132,36;18,36;2.142.311,6218;-158.607,1280;-871.482,7039;1.795.050,4489
44,9;8;908,5;94,0000;4.001,0000;2.490.325,0660;-311.630,1629;1.090.890,2972;262,33;1.806.948,6307;1.750.220,4822;1.750.995,3605;1.492.705,5968;-973.083,8369;1.336.791,7622;-171.488,4113;450.145,0575;-202.667,0780;991.918,2668;0,77;0,65;1.701.391,6124;-99.144,3732;1.085.574,9044;1.950.166,3630;-955.771,8401;-473.984,3840;219,05;-651.706,7696;-658.640,3296;151.142,5781;47.656,3869;-421.690,4000;2.049.667,6241;77,72;216,19;-2.699,6059;931.943,3029;1.478.375,0671;-137.426,2983
44,95;8;909,5;239,0000;4.114,0000;1.241.470,0453;233.360,7215;1.043.832,7186;62,23;-446.551,8606;-365.118,6024;-706.891,5093;486.356,7843;1.832.153,5720;-300.948,5808;2.472.267,9372;818.959,3275;2.395.820,5662;839.724,6196;0,64;0,48;-560.369,0565;1.243.193,6295;2.141.664,2476;1.920.694,8897;-961.875,2172;2.025.086,6924;50,48;852.211,1468;-765.083,7684;-828.537,3791;-700.426,3490;1.403.358,3350;-394.779,9721;95,31;314,85;89.591,2033;-212.776,6673;535.353,5853;589.706,4627
45;8;910,5;180,0000;3.335,0000;-80.947,2885;-869.842,7361;1.568.377,5818;64,20;1.893.567,6862;884.412,7398;620.172,8143;2.039.884,7012;-810.187,8097;-954.514,7437;-102.477,1117;365.306,2827;179.553,5370;759.821,7890;0,03;0,65;1.098.514,7486;1.238.006,1695;-527.478,7134;452.804,3790;-726.985,1593;1.064.918,4500;97,69;-160.258,7865;1.486.333,8200;2.036.904,3826;1.423.782,3367;-334.879,7156;1.016.654,4542;12,85;258,43;2.094.244,0440;-430.702,7611;-323.593,3487;2.183.068,6795
45,05;8;911,5;313,0000;2.423,0000;-127.780,0102;1.758.824,3417;-396.543,3435;201,99;1.442.657,8580;-230.989,7557;-213.478,2756;-537.653,8918;-404.789,1048;2.394.080,5894;588.141,3435;1.691.137,5885;-436.644,3063;1.046.293,6290;0,02;0,96;920.045,6552;1.182.489,0141;232.181,5901;2.008.888,8433;1.068.059,7632;1.298.207,3698;313,63;2.275.048,6322;2.181.482,5084;2.390.650,7187;2.097.390,6960;2.129.452,7123;1.825.592,7201;219,01;61,97;2.359.578,2843;1.390.985,7480;-633.280,4239;1.032.452,8884
45,1;8;912,5;249,0000;2.785,0000;2.023.686,3983;337.462,9406;429.201,4403;247,67;122.888,9330;-175.259,4057;1.367.736,9980;1.997.153,4183;232.732,3094;344.271,7180;979.617,3442;2.116.994,1861;786.796,0626;2.207.348,0947;0,21;0,67;2.181.771,4764;1.419.650,3172;217.037,3332;2.284.567,2419;641.342,9167;1.319.724,9853;137,12;-382.919,8567;612.309,9060;-17.500,0628;371.842,3620;-15.276,3642;415.063,8391;133,16;2,01;320.390,4706;476.147,3603;2.090.439,6559;139.832,7770
45,15;8;913,5;74,0000;3.872,0000;-912.328,4896;1.123.242,9286;1.714.013,4260;289,98;2.075.097,1420;218.070,8177;-98.155,5269;-834.113,7440;1.895.056,5548;-856.823,7857;-137.162,1145;1.175.930,8970;944.194,7498;-988.548,9176;0,13;0,30;-944.715,8793;636.468,2688;671.746,4319;2.308.750,0859;2.220.694,2167;2.468.585,9887;236,80;1.229.708,5698;1.831.770,8638;2.120.776,5519;596.086,9527;2.340.060,0999;-970.012,4347;162,82;91,40;2.298.222,1833;-806.422,8686;2.388.977,5174;3.101,8120
45,2;8;914,5;34,0000;5.735,0000;1.668.110,2524;359.268,5209;-732.382,1030;248,36;696.722,5337;1.989.725,3226;1.541.652,8905;165.491,5901;1.817.478,5388;-489.002,6784;701.504,5497;-325.234,0625;1.577.111,5171;1.275.336,5927;0,15;0,08;933.903,4354;-169.650,0172;1.105.105,0011;832.550,9810;-919.053,3378;2.125.416,5770;256,69;-601.052,2295;2.387.237,5214;2.251.245,3598;1.181.668,5235;457.048,5312;-336.498,5312;196,47;274,41;1.295.015,1371;1.016.920,0739;2.157.691,0927;701.786,5063
